VTD2016_x,ShapeSTLen,CountyFips,Jurisdicti,ElectionYe,Label,VTD,county_nam,county_fip,county_lat,county_lon,jurisdic_1,precinct,PRES16D,PRES16R,PRES16L,PRES16G,GOV18D,GOV18R,SOS18D,SOS18R,AG18D,AG18R,SEN18D,SEN18R,HDIST,SENDIST,CD,TOTPOP,NH_WHITE,NH_BLACK,NH_AMIN,NH_ASIAN,NH_NHPI,NH_OTHER,HISP,H_WHITE,H_BLACK,H_AMIN,H_ASIAN,H_NHPI,H_OTHER,VAP,HVAP,WVAP,BVAP,AMINVAP,ASIANVAP,NHPIVAP,OTHERVAP,2MOREVAP,NH_2MORE,H_2MORE
1632200001325,4588.7185199641945,163,22000,2016,City of Detroit,P1632200001325,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 325,361,17,2,0,387,20,391,15,375,20,380,25,008,003,13,1225,98,1061,3,4,0,2,39,8,18,2,0,0,7,880,27,91,744,2,4,0,1,11,18,4
1638838000003,7497.862453016484,163,88380,2016,City of Woodhaven,P1638838000003,Wayne County,26163,42.284664,-83.261953,WAYNE,WOODHAVEN CITY; 3,314,327,23,3,316,242,315,239,293,237,314,250,023,001,12,1229,1039,54,7,38,0,0,80,48,0,0,0,0,23,951,50,821,43,7,25,0,0,5,11,9
1632200005446,3595.8502592753293,163,22000,2016,City of Detroit,P1632200005446,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 446,244,8,3,3,262,5,260,5,243,7,255,10,005,004,13,1244,8,1221,0,0,0,1,7,0,7,0,0,0,0,933,3,8,918,0,0,0,0,4,7,0
0254662000001,52584.84658095324,025,46620,2016,Lee Township,P0254662000001,Calhoun County,26025,42.24299,-85.012385,CALHOUN,LEE TOWNSHIP; 1,127,390,20,4,150,292,150,285,123,296,152,300,062,019,03,1213,1152,2,1,0,0,2,21,9,0,0,0,0,7,908,14,867,2,1,0,0,2,22,35,5
0796094000001,53675.83584317946,079,60940,2016,Orange Township,P0796094000001,Kalkaska County,26079,44.678881,-85.088992,KALKASKA,ORANGE TOWNSHIP; 1,113,470,14,7,155,413,139,400,127,408,152,412,103,035,01,1233,1181,1,8,1,0,0,22,21,0,0,0,0,1,918,14,886,0,7,1,0,0,10,20,0
0991652000012,5135.106654367597,099,16520,2016,Clinton Township,P0991652000012,Macomb County,26099,42.671493,-82.91085600000001,MACOMB,CLINTON TOWNSHIP; 12,292,277,15,9,247,197,262,180,234,195,262,190,031,009,09,1224,953,210,3,18,0,0,16,5,7,0,0,0,3,936,12,755,145,3,13,0,0,8,24,1
1632200007404,5761.297210310185,163,22000,2016,City of Detroit,P1632200007404,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 404,263,2,1,2,220,12,219,10,214,9,217,11,005,003,13,1225,12,1180,3,1,0,1,7,4,1,0,0,0,2,880,5,12,845,3,1,0,1,13,21,0
0754736000002,39204.90820374206,075,47360,2016,Liberty Township,P0754736000002,Jackson County,26075,42.248474,-84.420868,JACKSON,LIBERTY TOWNSHIP; 2,208,481,18,7,232,401,223,401,205,417,224,415,065,016,07,1242,1189,4,7,7,0,0,24,18,0,1,0,0,4,965,16,928,4,6,4,0,0,7,11,1
1632474000005,4864.540510411409,163,24740,2016,City of Ecorse,P1632474000005,Wayne County,26163,42.284664,-83.261953,WAYNE,ECORSE CITY; 5,512,11,2,3,281,41,273,39,262,39,274,46,006,001,13,1222,22,1150,3,2,0,1,15,4,1,0,0,0,9,846,11,17,802,3,2,0,1,10,29,1
1474980000001,52952.39640393855,147,49800,2016,Lynn Township,P1474980000001,St. Clair County,26147,42.928803,-82.668913,ST. CLAIR,LYNN TOWNSHIP; 1,145,404,23,7,161,335,157,316,142,324,170,327,081,025,10,1229,1117,19,4,0,0,0,71,49,0,2,0,0,16,920,44,852,12,4,0,0,0,8,18,4
0011932000001,80562.19480156244,001,19320,2016,Curtis Township,P0011932000001,Alcona County,26001,44.682534999999994,-82.834078,ALCONA,CURTIS TOWNSHIP; 1,214,401,8,13,234,312,205,332,189,339,227,332,106,036,01,1236,1200,3,2,1,0,1,10,9,0,0,0,0,1,1071,8,1044,1,2,1,0,1,14,19,0
1333810000001,54998.71699109932,133,38100,2016,Highland Township,P1333810000001,Osceola County,26133,43.997552,-85.322283,OSCEOLA,HIGHLAND TOWNSHIP; 1,88,396,16,7,101,335,92,344,80,345,105,344,097,035,04,1250,1222,3,0,2,0,1,16,13,0,0,0,0,2,911,9,896,1,0,1,0,1,3,6,1
1632100000035,3572.7027993753813,163,21000,2016,City of Dearborn,P1632100000035,Wayne County,26163,42.284664,-83.261953,WAYNE,DEARBORN CITY; 35,410,300,31,13,425,241,411,242,377,269,414,254,015,003,12,1240,1133,24,1,10,1,1,58,43,0,3,0,0,8,940,38,870,15,1,8,1,1,6,12,4
1637900000013,4424.956359212815,163,79000,2016,City of Taylor,P1637900000013,Wayne County,26163,42.284664,-83.261953,WAYNE,TAYLOR CITY; 13,207,273,33,9,256,187,256,177,229,191,252,202,012,006,12,1227,1073,53,8,3,0,1,65,53,2,0,0,0,6,952,41,860,33,5,3,0,1,9,24,4
1632200005142,6054.338114443042,163,22000,2016,City of Detroit,P1632200005142,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 142,279,5,0,3,267,9,263,9,260,8,266,9,004,001,13,1228,139,1052,4,0,0,2,4,3,1,0,0,0,0,956,4,124,807,4,0,0,1,16,27,0
0495598000009,5707.788676029271,049,55980,2016,Mt Morris Township,P0495598000009,Genesee County,26049,43.021077000000005,-83.706372,GENESEE,MOUNT MORRIS TOWNSHIP; 9,418,27,2,1,228,33,230,32,216,36,223,38,049,027,05,1201,149,972,1,1,1,0,24,9,8,0,0,0,5,817,14,125,653,0,1,1,0,23,53,2
1492906000001,53803.770283254526,149,29060,2016,Florence Township,P1492906000001,St. Joseph County,26149,41.911488,-85.52287,ST. JOSEPH,FLORENCE TOWNSHIP; 1,109,407,12,4,103,335,112,323,92,335,108,331,059,021,06,1242,1169,14,13,1,0,0,34,16,0,2,0,0,9,956,22,907,12,9,1,0,0,5,11,7
1636762500021,4068.6021883834364,163,67625,2016,Redford Township,P1636762500021,Wayne County,26163,42.284664,-83.261953,WAYNE,REDFORD TOWNSHIP; 21,428,193,27,9,427,139,430,123,399,140,416,153,010,005,13,1249,852,342,6,9,0,0,28,21,1,0,0,0,4,925,22,681,205,5,8,0,0,4,12,2
0931062000004,6256.297097237112,093,10620,2016,City of Brighton,P0931062000004,Livingston County,26093,42.602532000000004,-83.91171800000001,LIVINGSTON,BRIGHTON CITY; 4,370,507,34,6,420,514,426,508,367,535,417,513,042,022,08,1259,1214,5,0,23,1,1,10,10,0,0,0,0,0,972,5,942,5,0,17,0,0,3,5,0
1457054000015,8864.22721307417,145,70540,2016,Saginaw Township,P1457054000015,Saginaw County,26145,43.328267,-84.05541,SAGINAW,SAGINAW TOWNSHIP; 15,258,405,14,3,279,325,266,322,245,336,253,353,094,032,04,1243,921,144,1,122,0,0,35,32,1,0,0,0,1,868,20,676,82,1,79,0,0,10,20,1
1632200004058,5593.116168132547,163,22000,2016,City of Detroit,P1632200004058,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 58,245,5,5,0,187,6,188,3,180,5,182,13,002,002,14,1245,6,1210,5,0,0,0,7,0,7,0,0,0,0,871,3,6,849,5,0,0,0,8,17,0
1256903501008,7162.086042206789,125,69035,2016,City of Rochester Hills,P1256903501008,Oakland County,26125,42.660452,-83.38421,OAKLAND,ROCHESTER HILLS CITY; Ward 1; Precinct 8,299,442,29,4,328,383,303,384,282,393,310,405,045,013,08,1255,1145,44,0,40,0,1,14,8,0,1,0,0,5,919,7,847,29,0,33,0,1,2,11,0
0497770000001,7662.524224947745,049,77700,2016,City of Swartz Creek,P0497770000001,Genesee County,26049,43.021077000000005,-83.706372,GENESEE,SWARTZ CREEK CITY; 1,356,373,40,7,398,312,381,318,338,335,365,343,049,027,05,1250,1185,19,4,7,0,0,24,14,0,0,0,0,4,990,17,941,15,3,6,0,0,8,11,6
0813400001007,5695.628676553624,081,34000,2016,City of Grand Rapids,P0813400001007,Kent County,26081,43.032497,-85.547446,KENT,GRAND RAPIDS CITY; Ward 1; Precinct 7,271,333,28,5,312,278,298,278,278,292,300,294,076,029,03,1241,1133,6,9,20,0,1,56,20,0,1,0,0,26,1043,35,976,5,6,14,0,1,6,16,9
0175498000006,14967.03609791782,017,54980,2016,Monitor Township,P0175498000006,Bay County,26017,43.699711,-83.978701,BAY,MONITOR TOWNSHIP; 6,285,435,35,7,304,347,289,343,242,364,290,358,096,031,05,1256,1203,1,5,8,0,0,34,25,0,1,0,0,2,1031,22,996,1,5,5,0,0,2,5,6
1632200002296,3391.811607478193,163,22000,2016,City of Detroit,P1632200002296,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 296,364,2,0,3,409,11,410,8,407,8,402,14,008,005,13,1252,19,1215,1,0,0,0,7,0,2,0,0,0,2,961,5,15,933,1,0,0,0,7,10,3
1632200003188,4829.817316654294,163,22000,2016,City of Detroit,P1632200003188,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 188,370,7,1,2,329,9,328,9,322,10,325,12,003,004,14,1253,56,1164,5,2,0,0,10,1,8,0,0,0,1,943,5,50,876,4,2,0,0,6,16,0
1632200005156,2579.931205533474,163,22000,2016,City of Detroit,P1632200005156,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 156,437,6,1,1,438,9,431,10,410,8,425,13,006,001,14,1226,4,1165,8,1,0,7,10,1,7,0,0,0,0,714,6,3,681,5,1,0,3,15,31,2
0638214000001,62878.21986568312,063,82140,2016,Verona Township,P0638214000001,Huron County,26063,43.907616,-82.857045,HURON,VERONA TOWNSHIP; 1,175,440,21,1,189,325,179,325,147,345,195,322,084,025,10,1259,1206,21,3,5,0,0,14,14,0,0,0,0,0,980,10,944,11,3,4,0,0,8,10,0
1172672000002,35241.99281844557,117,26720,2016,Evergreen Township,P1172672000002,Montcalm County,26117,43.312782,-85.149468,MONTCALM,EVERGREEN TOWNSHIP; 2,176,351,33,5,199,260,180,252,134,286,181,274,070,033,04,1258,1197,4,8,8,0,0,29,18,0,3,0,0,5,968,18,930,3,5,5,0,0,7,12,3
1632200007431,5265.023968057675,163,22000,2016,City of Detroit,P1632200007431,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 431,299,4,1,3,268,8,266,9,262,4,264,8,005,004,13,1259,12,1212,0,2,0,2,18,0,13,0,0,0,3,1005,11,12,969,0,2,0,1,10,13,2
1632200002230,4734.663347487145,163,22000,2016,City of Detroit,P1632200002230,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 230,420,5,0,3,480,13,484,8,459,14,468,22,010,005,14,1238,20,1174,0,2,0,7,9,1,3,0,0,0,1,970,7,19,923,0,2,0,2,17,26,4
0492900001003,5741.079554436736,049,29000,2016,City of Flint,P0492900001003,Genesee County,26049,43.021077000000005,-83.706372,GENESEE,FLINT CITY; Ward 1; Precinct 3,395,13,0,0,274,9,270,9,265,8,275,9,034,027,05,1217,66,1069,3,1,2,2,35,6,6,3,0,0,13,868,23,46,769,3,1,2,2,22,39,7
0236666000001,46633.43968760908,023,66660,2016,Quincy Township,P0236666000001,Branch County,26023,41.918455,-85.066885,BRANCH,QUINCY TOWNSHIP; 1,161,470,17,3,185,346,166,358,149,359,166,368,058,016,07,1262,1224,2,2,5,0,5,17,10,0,1,0,0,0,916,8,893,2,2,3,0,3,5,7,6
1632200006457,6078.50748932252,163,22000,2016,City of Detroit,P1632200006457,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 457,321,7,3,4,253,12,254,17,243,15,255,16,005,002,13,1262,39,1032,0,1,0,4,176,93,5,7,0,0,68,932,98,30,795,0,1,0,1,7,10,3
1250911000026,6188.793057640999,125,09110,2016,Charter Township of Bloomfield,P1250911000026,Oakland County,26125,42.660452,-83.38421,OAKLAND,BLOOMFIELD TOWNSHIP; 26,338,406,25,2,344,385,334,394,330,383,339,394,040,012,09,1230,949,48,4,153,3,2,33,30,0,0,0,0,2,885,15,703,29,3,119,3,0,13,38,1
1632200005218,4443.044237284389,163,22000,2016,City of Detroit,P1632200005218,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 218,215,0,1,0,205,2,202,3,196,6,196,6,007,002,13,1234,11,1193,0,0,0,2,3,0,2,0,0,0,0,919,3,11,891,0,0,0,2,12,25,1
0998400003024,4798.004473885053,099,84000,2016,City of Warren,P0998400003024,Macomb County,26099,42.671493,-82.91085600000001,MACOMB,WARREN CITY; Ward 3; Precinct 24,246,277,12,5,243,181,257,166,219,186,245,187,022,009,09,1235,1051,42,2,87,0,0,21,12,2,0,0,0,1,947,15,826,31,2,56,0,0,17,32,6
1396246000002,12915.206502980192,139,62460,2016,Park Township,P1396246000002,Ottawa County,26139,42.942461,-86.654946,OTTAWA,PARK TOWNSHIP; 2,322,399,21,13,320,378,308,385,274,393,320,390,089,030,02,1248,1080,13,7,18,0,0,117,54,1,0,0,0,47,1012,72,910,9,4,13,0,0,4,13,15
1511154000001,54227.65776479426,151,11540,2016,Buel Township,P1511154000001,Sanilac County,26151,43.449155,-82.642815,SANILAC,BUEL TOWNSHIP; 1,133,445,20,4,145,339,144,334,119,340,152,343,083,025,10,1265,1209,0,3,1,0,0,41,29,0,0,0,0,12,987,29,947,0,3,1,0,0,7,11,0
1632200004114,5206.646809207749,163,22000,2016,City of Detroit,P1632200004114,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 114,231,7,0,2,222,6,221,5,217,6,214,16,002,001,13,1255,15,1222,0,0,0,0,6,0,4,0,0,0,0,932,2,10,916,0,0,0,0,4,12,2
1632200005120,4703.6666763909725,163,22000,2016,City of Detroit,P1632200005120,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 120,302,7,2,1,263,9,263,7,261,7,259,13,006,001,13,1258,39,1181,5,1,0,1,14,1,6,0,0,0,5,992,13,39,924,4,1,0,1,10,17,2
1051944000001,58420.59456073391,105,19440,2016,Custer Township,P1051944000001,Mason County,26105,43.996635999999995,-86.750814,MASON,CUSTER TOWNSHIP; 1,158,438,38,9,197,352,174,356,147,372,183,370,101,035,02,1254,1187,3,13,0,0,0,34,29,0,1,0,0,1,981,23,935,2,12,0,0,0,9,17,3
1250911000016,8314.534393405189,125,09110,2016,Charter Township of Bloomfield,P1250911000016,Oakland County,26125,42.660452,-83.38421,OAKLAND,BLOOMFIELD TOWNSHIP; 16,508,319,40,5,466,320,486,285,460,292,479,309,040,012,09,1247,1077,51,1,70,0,6,15,11,0,0,0,0,1,964,11,833,41,1,63,0,2,13,27,3
1111710000001,13866.864490431231,111,17100,2016,City of Coleman,P1111710000001,Midland County,26111,43.648203,-84.379414,MIDLAND,COLEMAN CITY; 1,174,260,30,9,182,224,170,209,157,217,186,217,099,036,04,1243,1158,9,3,2,1,2,39,36,0,1,0,0,0,914,16,876,2,3,1,0,1,15,29,2
0654708000002,16207.444721680497,065,47080,2016,Leroy Township,P0654708000002,Ingham County,26065,42.603534,-84.373811,INGHAM,LEROY TOWNSHIP; 2,183,364,28,4,212,293,190,313,186,313,212,310,067,024,08,1268,1215,7,2,1,0,0,34,22,0,0,0,0,9,934,18,905,3,2,1,0,0,5,9,3
1391880000002,43027.42527658753,139,18800,2016,Crockery Township,P1391880000002,Ottawa County,26139,42.942461,-86.654946,OTTAWA,CROCKERY TOWNSHIP; 2,284,525,28,5,262,445,246,441,215,461,267,458,089,030,02,1269,1232,2,2,7,0,0,21,8,0,1,1,0,7,1014,13,988,2,2,5,0,0,4,5,4
1632200003192,5696.125674654866,163,22000,2016,City of Detroit,P1632200003192,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 192,398,6,6,1,391,12,392,10,379,13,385,14,003,004,14,1254,42,1167,2,0,0,12,12,3,2,1,0,0,1,920,5,41,853,2,0,0,8,11,19,5
1632100000036,3516.707932527668,163,21000,2016,City of Dearborn,P1632100000036,Wayne County,26163,42.284664,-83.261953,WAYNE,DEARBORN CITY; 36,426,319,21,18,436,222,428,222,394,243,430,241,015,003,12,1266,1166,14,4,9,0,0,58,39,0,2,0,0,15,924,30,872,7,2,7,0,0,6,15,2
1632200001302,4306.9716720248525,163,22000,2016,City of Detroit,P1632200001302,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 302,255,11,5,7,249,13,251,15,239,18,244,20,008,003,13,1245,150,1038,4,14,0,2,10,7,1,0,0,0,1,913,6,136,739,3,10,0,2,17,27,1
0810024000001,11114.01479519854,081,00240,2016,Ada Township,P0810024000001,Kent County,26081,43.032497,-85.547446,KENT,ADA TOWNSHIP; 1,388,440,49,12,396,439,393,436,333,478,386,462,086,029,03,1268,1185,16,3,32,0,0,16,14,0,0,0,0,2,933,10,884,11,3,20,0,0,5,16,0
0617620000001,98661.51486991748,061,76200,2016,Stanton Township,P0617620000001,Houghton County,26061,46.998431,-88.65190799999999,HOUGHTON,STANTON TOWNSHIP; 1,232,432,41,13,267,390,251,382,240,384,268,392,110,038,01,1276,1259,0,4,2,0,0,2,2,0,0,0,0,0,853,2,841,0,3,0,0,0,7,9,0
1116574000001,53183.50901436762,111,65740,2016,Porter Township,P1116574000001,Midland County,26111,43.648203,-84.379414,MIDLAND,PORTER TOWNSHIP; 1,162,385,23,3,179,304,174,287,155,308,177,313,099,036,04,1277,1234,0,10,4,0,0,21,18,0,1,0,0,2,974,14,943,0,10,3,0,0,4,8,0
0675872000001,52871.332349046126,067,58720,2016,North Plains Township,P0675872000001,Ionia County,26067,42.94465,-85.073766,IONIA,NORTH PLAINS TOWNSHIP; 1,173,310,23,0,211,202,186,209,154,234,192,225,087,019,03,1279,1240,2,3,1,0,1,27,17,0,0,0,0,9,1013,16,990,1,3,1,0,1,1,5,1
1398926000002,9383.09074279435,139,89260,2016,City of Zeeland,P1398926000002,Ottawa County,26139,42.942461,-86.654946,OTTAWA,ZEELAND CITY; 2,173,310,27,5,184,245,186,238,155,263,171,267,090,030,02,1249,1038,17,5,22,1,2,135,87,1,7,0,0,35,942,77,819,13,2,19,1,2,9,29,5
1257492000002,6506.988268759894,125,74920,2016,Township of Southfield,P1257492000002,Oakland County,26125,42.660452,-83.38421,OAKLAND,SOUTHFIELD TOWNSHIP; 2,480,322,34,11,482,294,468,294,448,294,474,312,035,012,09,1256,1110,70,1,21,2,3,25,15,0,0,1,0,7,966,16,873,45,0,17,0,2,13,24,2
0997282000008,8772.23086349648,099,72820,2016,Shelby Township,P0997282000008,Macomb County,26099,42.671493,-82.91085600000001,MACOMB,SHELBY TOWNSHIP; 8,227,462,23,1,250,365,236,365,209,375,238,383,036,008,10,1275,1213,4,0,24,0,2,21,21,0,0,0,0,0,907,11,867,4,0,17,0,2,6,11,0
0658222000002,64753.13375807149,065,82220,2016,Vevay Township,P0658222000002,Ingham County,26065,42.603534,-84.373811,INGHAM,VEVAY TOWNSHIP; 2,367,486,33,4,398,402,360,412,329,429,391,410,067,023,08,1279,1249,1,5,4,0,1,12,5,0,0,0,0,6,1026,7,1005,1,5,3,0,1,4,7,1
1258686000004,32416.850472194677,125,86860,2016,Charter Township of White Lake,P1258686000004,Oakland County,26125,42.660452,-83.38421,OAKLAND,WHITE LAKE TOWNSHIP; 4,228,483,31,14,264,383,269,369,230,377,258,406,044,015,11,1278,1214,8,6,10,0,2,31,15,0,1,5,0,8,941,14,902,6,3,10,0,2,4,7,2
1632100000023,12183.932610520744,163,21000,2016,City of Dearborn,P1632100000023,Wayne County,26163,42.284664,-83.261953,WAYNE,DEARBORN CITY; 23,454,182,10,8,412,141,401,146,386,147,402,148,015,003,12,1265,899,277,6,16,0,1,44,29,1,1,0,0,9,941,31,706,175,4,12,0,0,13,22,4
0891434000001,50351.850206302195,089,14340,2016,Centerville Township,P0891434000001,Leelanau County,26089,45.146182,-86.051574,LEELANAU,CENTERVILLE TOWNSHIP; 1,332,400,21,11,344,353,336,358,315,369,343,362,101,035,01,1274,1213,2,7,5,0,0,32,21,0,3,0,0,7,991,16,956,0,7,3,0,0,9,15,1
1571742000001,56391.96452738742,157,17420,2016,Columbia Township,P1571742000001,Tuscola County,26157,43.487902000000005,-83.43661800000001,TUSCOLA,COLUMBIA TOWNSHIP; 1,148,434,17,7,169,324,152,314,138,330,190,306,084,031,10,1284,1231,0,3,3,2,1,39,17,0,0,0,0,17,974,28,934,0,3,3,2,0,4,5,5
1257004000024,6451.739716752529,125,70040,2016,City of Royal Oak,P1257004000024,Oakland County,26125,42.660452,-83.38421,OAKLAND,ROYAL OAK CITY; 24,439,293,48,11,435,258,442,245,389,274,442,273,026,013,09,1270,1150,33,2,29,0,8,32,20,0,0,0,0,5,1081,21,982,31,2,26,0,5,14,16,7
1113898000002,40351.80139027788,111,38980,2016,Homer Township,P1113898000002,Midland County,26111,43.648203,-84.379414,MIDLAND,HOMER TOWNSHIP; 2,226,401,32,5,219,358,217,331,193,340,219,363,098,036,04,1265,1201,7,14,2,0,0,18,12,1,0,0,0,1,996,15,956,5,8,1,0,0,11,23,4
1634900000035C,5398.7679053123275,163,49000,2016,City of Livonia,P1634900000035C,Wayne County,26163,42.284664,-83.261953,WAYNE,LIVONIA CITY; 35|C,315,330,42,7,381,249,363,262,332,267,366,269,011,007,11,1285,1181,31,0,19,0,4,43,39,1,0,0,0,2,984,31,922,13,0,14,0,0,4,7,1
1632200007396,6398.328559739095,163,22000,2016,City of Detroit,P1632200007396,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 396,313,3,2,0,330,7,333,6,318,9,322,12,007,003,13,1262,11,1215,0,0,0,0,10,0,9,0,0,0,1,976,9,9,945,0,0,0,0,13,26,0
0496818000004,26529.195236261472,049,68180,2016,Richfield Township,P0496818000004,Genesee County,26049,43.021077000000005,-83.706372,GENESEE,RICHFIELD TOWNSHIP; 4,286,371,35,8,332,265,327,261,281,293,322,283,048,027,05,1270,1221,4,3,8,0,1,15,9,0,1,0,0,3,988,11,958,3,3,4,0,0,9,18,2
1632200002221,5311.511105863687,163,22000,2016,City of Detroit,P1632200002221,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 221,433,5,1,2,460,10,459,9,448,9,448,15,007,004,14,1271,15,1228,3,0,0,1,8,0,3,0,0,0,0,948,7,13,911,3,0,0,0,14,16,5
1234770000001,53160.989839828086,123,47700,2016,Lincoln Township,P1234770000001,Newaygo County,26123,43.562709000000005,-85.791423,NEWAYGO,LINCOLN TOWNSHIP; 1,184,378,30,4,223,357,219,349,190,363,223,356,100,034,02,1275,1157,23,18,3,1,0,53,21,0,2,1,0,25,994,38,912,16,14,0,1,0,13,20,4
1637736000005,22184.646781732823,163,77360,2016,Sumpter Township,P1637736000005,Wayne County,26163,42.284664,-83.261953,WAYNE,SUMPTER TOWNSHIP; 5,180,207,14,4,215,142,203,133,194,142,198,152,017,006,12,1264,1058,119,2,8,0,2,42,29,0,5,1,0,4,885,18,760,95,2,5,0,0,5,33,3
0674992000002,48190.16692918082,067,49920,2016,Lyons Township,P0674992000002,Ionia County,26067,42.94465,-85.073766,IONIA,LYONS TOWNSHIP; 2,155,452,21,4,185,373,162,377,128,393,180,384,087,019,03,1253,1188,1,5,2,0,0,25,24,0,0,0,0,0,883,17,846,1,4,2,0,0,13,32,1
1557026000001,52367.611577035,155,70260,2016,Rush Township,P1557026000001,Shiawassee County,26155,42.951545,-84.14635200000001,SHIAWASSEE,RUSH TOWNSHIP; 1,243,436,38,3,271,328,243,330,204,358,251,350,085,024,04,1291,1254,1,6,4,1,0,17,12,0,0,0,0,3,1032,10,1006,0,5,4,1,0,6,8,2
0314382000001,64473.58016391406,031,43820,2016,Koehler Township,P0314382000001,Cheboygan County,26031,45.47612,-84.495271,CHEBOYGAN,KOEHLER TOWNSHIP; 1,117,383,22,4,159,312,145,323,131,322,151,321,107,037,01,1283,1225,4,17,4,2,1,12,10,1,1,0,0,0,954,9,920,1,11,4,0,0,9,18,0
0193026000001,13577.541550146272,019,30260,2016,City of Frankfort,P0193026000001,Benzie County,26019,44.648621,-86.494326,BENZIE,FRANKFORT CITY; 1,385,293,39,8,403,284,394,284,364,297,420,272,101,035,01,1286,1196,14,25,14,0,1,26,17,0,1,0,0,2,1088,15,1029,6,22,11,0,1,4,10,6
0997282000013,6676.83156913212,099,72820,2016,Shelby Township,P0997282000013,Macomb County,26099,42.671493,-82.91085600000001,MACOMB,SHELBY TOWNSHIP; 13,242,451,24,7,232,423,258,380,219,406,259,400,036,008,10,1288,1248,12,2,8,0,0,7,6,0,0,0,0,1,1019,4,994,8,2,6,0,0,5,11,0
1054964001001,10514.217253515564,105,49640,2016,City of Ludington,P1054964001001,Mason County,26105,43.996635999999995,-86.750814,MASON,LUDINGTON CITY; Ward 1; Precinct 1,291,389,36,6,311,347,301,347,274,370,308,350,101,035,02,1276,1155,2,6,5,0,0,90,59,5,4,0,0,13,1032,39,972,2,6,5,0,0,8,18,9
1256903501029,6428.760681914838,125,69035,2016,City of Rochester Hills,P1256903501029,Oakland County,26125,42.660452,-83.38421,OAKLAND,ROCHESTER HILLS CITY; Ward 1; Precinct 29,355,417,27,3,358,361,351,361,329,369,354,376,045,013,08,1288,1038,51,3,139,0,0,40,38,0,0,0,0,2,947,22,777,38,3,100,0,0,7,17,0
0998400004030,6465.32158450049,099,84000,2016,City of Warren,P0998400004030,Macomb County,26099,42.671493,-82.91085600000001,MACOMB,WARREN CITY; Ward 4; Precinct 30,300,348,19,3,297,260,311,241,270,259,304,259,022,009,09,1278,1151,48,0,36,0,2,17,16,0,0,0,0,1,1024,15,931,34,0,24,0,2,18,24,0
1636876000005,5464.832034486213,163,68760,2016,City of River Rouge,P1636876000005,Wayne County,26163,42.284664,-83.261953,WAYNE,RIVER ROUGE CITY; 5,564,8,2,3,432,10,427,10,423,10,432,14,006,001,13,1279,10,1217,1,0,0,0,32,8,11,0,0,0,6,853,20,8,814,1,0,0,0,10,19,7
0911650000001,49318.538970689384,091,16500,2016,Clinton Township,P0911650000001,Lenawee County,26091,41.896019,-84.07430699999999,LENAWEE,CLINTON TOWNSHIP; 1,233,448,30,7,252,363,241,362,231,365,251,368,057,017,07,1268,1207,6,4,3,0,0,21,9,1,0,0,0,1,993,10,966,5,4,2,0,0,6,27,10
1638600000039,3768.6755352936398,163,86000,2016,City of Westland,P1638600000039,Wayne County,26163,42.284664,-83.261953,WAYNE,WESTLAND CITY; 39,566,86,12,22,287,44,289,44,272,47,279,51,016,006,13,1205,440,669,2,19,0,1,37,16,6,0,0,0,13,978,30,384,518,2,19,0,1,24,37,2
1371528000001,80236.24121194577,137,15280,2016,Chester Township,P1371528000001,Otsego County,26137,45.021786999999996,-84.576603,OTSEGO,CHESTER TOWNSHIP; 1,174,464,22,5,211,382,201,383,174,396,201,405,105,036,01,1292,1268,1,5,0,0,0,6,4,0,0,0,0,2,1023,4,1006,0,3,0,0,0,10,12,0
0778284000001,52219.23741307977,077,82840,2016,Wakeshma Township,P0778284000001,Kalamazoo County,26077,42.246266,-85.532854,KALAMAZOO,WAKESHMA TOWNSHIP; 1,161,430,31,5,180,350,178,387,148,359,183,344,063,020,06,1301,1256,2,2,9,0,0,24,6,0,1,0,0,17,1005,20,973,1,2,4,0,0,5,8,0
1054964002001,8780.903655445967,105,49640,2016,City of Ludington,P1054964002001,Mason County,26105,43.996635999999995,-86.750814,MASON,LUDINGTON CITY; Ward 2; Precinct 1,295,315,23,5,311,298,300,298,289,302,300,321,101,035,02,1276,1159,14,15,8,0,0,60,33,5,0,0,0,11,987,31,918,9,11,5,0,0,13,20,11
